---Item List as of 04/09/2009---
Tools: POLutils (thanks Pebbles)
Organizer: Blasingame

Notes: If you find any missing items on this list please notify dev or myself on http://www.projectxi.org/forums/.

Table of Contents:
1. General Items	[GI1]
000038BE (14526)	jaridah peti
000038BF (14527)	yigit gomlek
000038C0 (14528)	abtal jawshan
000038C1 (14529)	akinji peti
000038C2 (14530)	pahluwan khazagand
000038C3 (14531)	bannaret mail
000038C4 (14532)	otoko yukata
000038C5 (14533)	onago yukata
000038C6 (14534)	otokogimi yukata
000038C7 (14535)	onnagimi yukata
000038C8 (14536)	arakan samue
000038C9 (14537)	hydra mail
000038CA (14538)	hydra mail +1
000038CB (14539)	kyudogi
000038CC (14540)	kyudogi +1
000038CD (14541)	taikyoku kenpogi
000038CE (14542)	silken coat
000038CF (14543)	magi coat
000038D0 (14544)	corselet
000038D1 (14545)	corselet +1
000038D2 (14546)	Ares's cuirass
000038D3 (14547)	Enyo's breastplate
000038D4 (14548)	Phobos's cuirass
000038D5 (14549)	Deimos's cuirass
000038D6 (14550)	Skadi's cuirie
000038D7 (14551)	Njord's jerkin
000038D8 (14552)	Freyr's jerkin
000038D9 (14553)	Freya's jerkin
000038DA (14554)	usukane haramaki
000038DB (14555)	hoshikazu gi
000038DC (14556)	tsukikazu togi
000038DD (14557)	hikazu hara-ate
000038DE (14558)	Marduk's jubbah
000038DF (14559)	Anu's doublet
000038E0 (14560)	Ea's doublet
000038E1 (14561)	Enlil's gambison
000038E2 (14562)	Morrigan's robe
000038E3 (14563)	Nemain's robe
000038E4 (14564)	Bodb's robe
000038E5 (14565)	Macha's coat
000038E6 (14566)	khimaira jacket
000038E7 (14567)	stout jacket
000038E8 (14568)	askar korazin
000038E9 (14569)	denali jacket
000038EA (14570)	goliard saio
000038EB (14571)	tabin jupon
000038EC (14572)	tabin jupon +1
000038ED (14573)	shadow breastplate
000038EE (14574)	valkyrie's breastplate
000038EF (14575)	shadow coat
000038F0 (14576)	valkyrie's coat
000038F1 (14577)	Valhalla breastplate
000038F2 (14578)	dancer's casaque
000038F3 (14579)	dancer's casaque
000038F4 (14580)	scholar's gown
000038F5 (14581)	Iron Ram chainmail
000038F6 (14582)	Fourth Division cuirass
000038F7 (14583)	Cobra Unit coat
000038F8 (14584)	Iron Ram jack coat
000038F9 (14585)	Fourth Division tunica
000038FA (14586)	Cobra Unit tunica
000038FB (14587)	pilgrim tunica
00003900 (14592)	reflex ring +1
00003901 (14593)	courage ring +1
00003902 (14594)	knowledge ring +1
00003903 (14595)	balance ring +1
00003904 (14596)	tranquility ring +1
00003905 (14597)	stamina ring +1
00003906 (14598)	energy ring +1
00003907 (14599)	hope ring +1
00003908 (14600)	alacrity ring +1
00003909 (14601)	puissance ring +1
0000390A (14602)	wisdom ring +1
0000390B (14603)	deft ring +1
0000390C (14604)	solace ring +1
0000390D (14605)	verve ring +1
0000390E (14606)	aura ring +1
0000390F (14607)	loyalty ring +1
00003910 (14608)	celerity ring +1
00003911 (14609)	victory ring +1
00003912 (14610)	genius ring +1
00003913 (14611)	grace ring +1
00003914 (14612)	serenity ring +1
00003915 (14613)	vigor ring +1
00003916 (14614)	mystic ring +1
00003917 (14615)	allure ring +1
00003918 (14616)	triton ring
00003919 (14617)	nimble ring +1
0000391A (14618)	triumph ring +1
0000391B (14619)	omniscient ring +1
0000391C (14620)	adroit ring +1
0000391D (14621)	communion ring +1
0000391E (14622)	robust ring +1
0000391F (14623)	Hades ring +1
00003920 (14624)	Heavens ring +1
00003921 (14625)	evoker's ring
00003922 (14626)	mermaid's ring
00003923 (14627)	dragon ring +1
00003924 (14628)	Castor's ring
00003925 (14629)	Pollux's ring
00003926 (14630)	flame ring
00003928 (14632)	aqua ring
0000392A (14634)	soil ring
0000392C (14636)	breeze ring
0000392E (14638)	thunder ring
00003930 (14640)	snow ring
00003932 (14642)	light ring
00003934 (14644)	dark ring
00003936 (14646)	shadow ring
00003937 (14647)	Castor's ring
00003938 (14648)	Pollux's ring
0000393A (14650)	marksman's ring
0000393B (14651)	mana ring
0000393C (14652)	protean ring
0000393D (14653)	variable ring
0000393E (14654)	Poisona ring
0000393F (14655)	venerer ring
00003940 (14656)	Poseidon's ring
00003941 (14657)	Ducal Guard's ring
00003942 (14658)	Atlaua's ring
00003943 (14659)	Hercules' ring
00003944 (14660)	bowyer ring
00003945 (14661)	Teleport ring: Holla
00003946 (14662)	Teleport ring: Dem
00003947 (14663)	Teleport ring: Mea
00003948 (14664)	Teleport ring: Vahzl
00003949 (14665)	Teleport ring: Yhoat
0000394A (14666)	Teleport ring: Altep
0000394B (14667)	carect ring
0000394C (14668)	zoredonite ring
0000394D (14669)	jaeger ring
0000394E (14670)	safeguard ring
00003950 (14672)	Tavnazian ring
00003951 (14673)	serene ring
00003952 (14674)	toreador's ring
00003953 (14675)	woodsman ring
00003954 (14676)	assailant's ring
00003955 (14677)	sanation ring
00003956 (14678)	assassin's ring
00003957 (14679)	tactical ring
00003958 (14680)	pacifist ring
00003959 (14681)	getsul ring
0000395A (14682)	kshama ring no.2
0000395B (14683)	kshama ring no.4
0000395C (14684)	kshama ring no.3
0000395D (14685)	kshama ring no.5
0000395E (14686)	kshama ring no.9
0000395F (14687)	kshama ring no.6
00003960 (14688)	reflex earring +1
00003961 (14689)	courage earring +1
00003962 (14690)	knowledge earring +1
00003963 (14691)	balance earring +1
00003964 (14692)	tranquility earring +1
00003965 (14693)	stamina earring +1
00003966 (14694)	energy earring +1
00003967 (14695)	hope earring +1
00003968 (14696)	alacrity earring +1
00003969 (14697)	puissance earring +1
0000396A (14698)	wisdom earring +1
0000396B (14699)	deft earring +1
0000396C (14700)	solace earring +1
0000396D (14701)	verve earring +1
0000396E (14702)	aura earring +1
0000396F (14703)	loyalty earring +1
00003970 (14704)	celerity earring +1
00003971 (14705)	victory earring +1
00003972 (14706)	genius earring +1
00003973 (14707)	grace earring +1
00003974 (14708)	serenity earring +1
00003975 (14709)	vigor earring +1
00003976 (14710)	mana earring +1
00003977 (14711)	allure earring +1
00003978 (14712)	nimble earring +1
00003979 (14713)	triumph earring +1
0000397A (14714)	omniscient earring +1
0000397B (14715)	adroit earring +1
0000397C (14716)	communion earring +1
0000397D (14717)	robust earring +1
0000397E (14718)	hades earring +1
0000397F (14719)	heavens earring +1
00003980 (14720)	morion earring
00003981 (14721)	morion earring +1
00003982 (14722)	pigeon earring
00003983 (14723)	pigeon earring +1
00003984 (14724)	moldavite earring
00003985 (14725)	melody earring
00003986 (14726)	melody earring +1
00003987 (14727)	phantom earring
00003988 (14728)	phantom earring +1
00003989 (14729)	pilferer's earring
0000398A (14730)	esquire's earring
0000398B (14731)	killer earring
0000398C (14732)	trimmer's earring
0000398D (14733)	singer's earring
0000398E (14734)	beater's earring
0000398F (14735)	ashigaru earring
00003990 (14736)	genin earring
00003991 (14737)	wyvern earring
00003992 (14738)	magician's earring
00003993 (14739)	suppanomimi
00003994 (14740)	knight's earring
00003995 (14741)	abyssal earring
00003996 (14742)	beastly earring
00003997 (14743)	bushinomimi
00003998 (14744)	undead earring
00003999 (14745)	arcana earring
0000399A (14746)	vermin earring
0000399B (14747)	bird earring
0000399C (14748)	amorph earring
0000399D (14749)	lizard earring
0000399E (14750)	aquan earring
0000399F (14751)	plantoid earring
000039A0 (14752)	beast earring
000039A1 (14753)	demon earring
000039A2 (14754)	dragon earring
000039A3 (14755)	refresh earring
000039A4 (14756)	accurate earring
000039A5 (14757)	mecurial earring
000039A6 (14758)	knightly earring
000039A7 (14759)	Curaga earring
000039A8 (14760)	cunning earring
000039A9 (14761)	elusive earring
000039AA (14762)	Attila's earring
000039AB (14763)	boroka earring
000039AC (14764)	minuet earring
000039AD (14765)	titanis earring
000039AE (14766)	geist earring
000039AF (14767)	evasion earring
000039B0 (14768)	parrying earring
000039B1 (14769)	buckler earring
000039B2 (14770)	guarding earring
000039B3 (14771)	divine earring
000039B4 (14772)	dark earring
000039B5 (14773)	augmenting earring
000039B6 (14774)	enfeebling earring
000039B7 (14775)	elemental earring
000039B8 (14776)	healing earring
000039B9 (14777)	summoning earring
000039BA (14778)	ninjutsu earring
000039BB (14779)	singing earring
000039BC (14780)	string earring
000039BD (14781)	wind earring
000039BE (14782)	astral earring
000039BF (14783)	vampire earring
000039C0 (14784)	sangha earring
000039C1 (14785)	janizary earring
000039C2 (14786)	counter earring
000039C3 (14787)	deadeye earring
000039C4 (14788)	gamushara earring
000039C5 (14789)	naruko earring
000039C6 (14790)	reraise earring
000039C7 (14791)	sanative earring
000039C8 (14792)	relaxing earring
000039C9 (14793)	Belinky's earring
000039CA (14794)	Quantz's earring
000039CB (14795)	Desamilion's earring
000039CC (14796)	Melnina's earring
000039CD (14797)	Waetoto's earring
000039CE (14798)	Morukaka's earring
000039CF (14799)	Ryakho's earring
000039D0 (14800)	Feyuh's earring
000039D1 (14801)	Zedoma's earring
000039D2 (14802)	Gayanj's earring
000039D3 (14803)	optical earring
000039D4 (14804)	harvest earring
000039D5 (14805)	heims earring
000039D6 (14806)	intruder earring
000039D7 (14807)	hospitaler earring
000039D8 (14808)	novio earring
000039D9 (14809)	novia earring
000039DA (14810)	signal pearl
000039DB (14811)	tactics pearl
000039DC (14812)	loquacious earring
000039DD (14813)	brutal earring
000039DE (14814)	Diabolos's earring
000039DF (14815)	stealth earring
000039E0 (14816)	armada mufflers
000039E1 (14817)	field gloves
000039E2 (14818)	worker gloves
000039E3 (14819)	rasetsu tekko
000039E4 (14820)	rasetsu tekko +1
000039E5 (14821)	shura kote
000039E6 (14822)	shura kote +1
000039E7 (14823)	dragon mittens
000039E8 (14824)	dragon mittens +1
000039E9 (14825)	dusk gloves +1
000039EA (14826)	austere cuffs
000039EB (14827)	penance cuffs
000039EC (14828)	gem gauntlets
000039ED (14829)	gavial finger gauntlets +1
000039EE (14830)	carpenter's gloves
000039EF (14831)	smithy's mitts
000039F0 (14832)	tanner's gloves
000039F1 (14833)	marine M gloves
000039F2 (14834)	marine F gloves
000039F3 (14835)	wood gauntlets
000039F4 (14836)	wood gloves
000039F5 (14837)	creek M mitts
000039F6 (14838)	creek F mitts
000039F7 (14839)	river gauntlets
000039F8 (14840)	dune bracers
000039F9 (14841)	garrison gloves
000039FA (14842)	ivory mitts
000039FB (14843)	spiked finger gauntlets
000039FC (14844)	rush gloves
000039FD (14845)	sly gauntlets
000039FE (14846)	sha'ir gages
000039FF (14847)	sheikh gages
00003A00 (14848)	barone manopolas
00003A01 (14849)	conte manopolas
00003A02 (14850)	bison wristbands
00003A03 (14851)	brave's wristbands
00003A04 (14852)	igqira manillas
00003A05 (14853)	genie manillas
00003A06 (14854)	noct gloves
00003A07 (14855)	mist mitts
00003A08 (14856)	seer's mitts
00003A09 (14857)	garish mitts
00003A0A (14858)	shade mittens
00003A0B (14859)	seer's mitts +1
00003A0C (14860)	eisenhentzes
00003A0D (14861)	rubious mitts
00003A0E (14862)	shade mittens +1
00003A0F (14863)	kampfhentzes
00003A10 (14864)	palmer's bangles
00003A11 (14865)	noct gloves +1
00003A12 (14866)	concealing cuffs
00003A13 (14867)	magical mitts
00003A15 (14869)	noritsune kote
00003A16 (14870)	trainer's wristbands
00003A17 (14871)	trainer's gloves
00003A18 (14872)	ostreger mitts
00003A19 (14873)	bandomusha kote
00003A1A (14874)	horomusha kote
00003A1B (14875)	blessed mitts
00003A1C (14876)	hachiman kote
00003A1D (14877)	blessed mitts +1
00003A1E (14878)	hachiman kote +1
00003A1F (14879)	lord's gauntlets
00003A20 (14880)	wise gloves
00003A21 (14881)	wise gloves +1
00003A22 (14882)	yasha tekko +1
00003A23 (14883)	king's gauntlets
00003A24 (14884)	mycophile cuffs
00003A25 (14885)	sennight bangles
00003A26 (14886)	heavy gauntlets
00003A29 (14889)	barbarian mittens
00003A2A (14890)	fighter's mufflers +1
00003A2B (14891)	temple gloves +1
00003A2C (14892)	healer's mitts +1
00003A2D (14893)	wizard's gloves +1
00003A2E (14894)	warlock's gloves +1
00003A2F (14895)	rogue's armlets +1
00003A30 (14896)	gallant gauntlets +1
00003A31 (14897)	chaos gauntlets +1
00003A32 (14898)	beast gloves +1
00003A33 (14899)	choral cuffs +1
00003A34 (14900)	hunter's bracers +1
00003A35 (14901)	myochin kote +1
00003A36 (14902)	ninja tekko +1
00003A37 (14903)	drachen finger gauntlets +1
00003A38 (14904)	evoker's bracers +1
00003A39 (14905)	homam manopolas
00003A3A (14906)	nashira gages
00003A3B (14907)	crow bracers
00003A3C (14908)	raven bracers
00003A3D (14909)	warrior's mufflers +1
00003A3E (14910)	melee gloves +1
00003A3F (14911)	cleric's mitts +1
00003A40 (14912)	sorcerer's gloves +1
00003A41 (14913)	duelist's gloves +1
00003A42 (14914)	assassin's armlets +1
00003A43 (14915)	valor gauntlets +1
00003A44 (14916)	abyss gauntlets +1
00003A45 (14917)	monster gloves +1
00003A46 (14918)	bard's cuffs +1
00003A47 (14919)	scout's bracers +1
00003A48 (14920)	saotome kote +1
00003A49 (14921)	koga tekko +1
00003A4A (14922)	wyrm finger gauntlets +1
00003A4B (14923)	summoner's bracers +1
00003A4C (14924)	Hydra gloves
00003A4D (14925)	Hydra mittens
00003A4E (14926)	Hydra moufles
00003A4F (14927)	Hydra bracers
00003A50 (14928)	magus bazubands
00003A51 (14929)	corsair's gants
00003A52 (14930)	puppetry dastanas
00003A53 (14931)	Carbuncle's cuffs
00003A54 (14932)	sipahi dastana
00003A55 (14933)	amir kolluks
00003A56 (14934)	jaridah bazubands
00003A57 (14935)	yigit gages
00003A58 (14936)	storm manopolas
00003A59 (14937)	storm gages
00003A5A (14938)	abtal dastanas
00003A5B (14939)	akinji bazubands
00003A5C (14940)	pahluwan dastanas
00003A5D (14941)	marid mittens
00003A5E (14942)	marid mittens +1
00003A5F (14943)	Barbarossa's moufles
00003A60 (14944)	deadeye gloves
00003A61 (14945)	fencing bracers
00003A62 (14946)	nightmare gloves
00003A63 (14947)	hanzo tekko
00003A64 (14948)	genie gages
00003A65 (14949)	hydra finger gauntlets
00003A66 (14950)	hydra finger gauntlets +1
00003A67 (14951)	dragon kote
00003A68 (14952)	ice gauntlets
00003A69 (14953)	sadhu bracelets
00003A6A (14954)	sadhu cuffs
00003A6B (14955)	silken cuffs
00003A6C (14956)	magi cuffs
00003A6D (14957)	aiming gloves
00003A6E (14958)	beast bazubands
00003A6F (14959)	mercenary's dastanas
00003A70 (14960)	evoker's gages
00003A71 (14961)	Ares's gauntlets
00003A72 (14962)	Enyo's gauntlets
00003A73 (14963)	Phobos's gauntlets
00003A74 (14964)	Deimos's gauntlets
00003A75 (14965)	Skadi's bazubands
00003A76 (14966)	Njord's gloves
00003A77 (14967)	Freyr's gloves
00003A78 (14968)	Freya's gloves
00003A79 (14969)	usukane gote
00003A7A (14970)	hoshikazu tekko
00003A7B (14971)	tsukikazu gote
00003A7C (14972)	hikazu gote
00003A7D (14973)	Marduk's dastanas
00003A7E (14974)	Anu's gages
00003A7F (14975)	Ea's dastanas
00003A80 (14976)	Enlil's kolluks
00003A81 (14977)	Morrigan's cuffs
00003A82 (14978)	Nemain's cuffs
00003A83 (14979)	Bodb's cuffs
00003A84 (14980)	Macha's cuffs
00003A85 (14981)	khimaira wristbands
00003A86 (14982)	stout wristbands
00003A87 (14983)	askar manopolas
00003A88 (14984)	denali wristbands
00003A89 (14985)	goliard cuffs
00003A8A (14986)	ochimusha kote
00003A8B (14987)	thunder mittens
00003A8C (14988)	stone bangles
00003A8D (14989)	aero mufflers
00003A8E (14990)	blizzard gloves
00003A8F (14991)	fire bracers
00003A90 (14992)	water mitts
00003A91 (14993)	tabin bracers
00003A92 (14994)	tabin bracers +1
00003A93 (14995)	shadow gauntlets
00003A94 (14996)	valkyrie's gauntlets
00003A95 (14997)	shadow cuffs
00003A96 (14998)	valkyrie's cuffs
00003A97 (14999)	vampiric mitts
00003A98 (15000)	caballero gauntlets
00003A99 (15001)	breeder mufflers
00003A9A (15002)	dancer's bangles
00003A9B (15003)	dancer's bangles
00003A9C (15004)	scholar's bracers
00003A9D (15005)	Iron Ram mufflers
00003A9E (15006)	Fourth Division gauntlets
00003A9F (15007)	Cobra Unit cuffs
00003AA0 (15008)	trainee gloves
00003AA1 (15009)	Iron Ram dastanas
00003AA2 (15010)	Fourth Division hentzes
00003AA3 (15011)	Cobra Unit mittens
00003AA4 (15012)	Cobra Unit gloves
00003AA5 (15013)	vicious mufflers
00003AA6 (15014)	patrician's cuffs
00003AA7 (15015)	hachiryu kote
00003AA8 (15016)	Orcish gauntlets
00003AA9 (15017)	toad mittens
00003AAA (15018)	ritterhentzes
00003AAD (15021)	aurum gauntlets
00003AAE (15022)	oracle's gloves
00003AAF (15023)	Enkidu's mittens
00003AB0 (15024)	magus bazubands +1
00003AB1 (15025)	mirage bazubands
00003AB2 (15026)	mirage bazubands +1
00003AB3 (15027)	corsair's gants +1
00003AB4 (15028)	commodore gants
00003AB5 (15029)	commodore gants +1
00003AB6 (15030)	puppetry dastanas +1
00003AB7 (15031)	pantin dastanas
00003AB8 (15032)	pantin dastanas +1
00003AB9 (15033)	danzo tekko
00003ABA (15034)	stone mufflers
00003ABB (15035)	dancer's bangles +1
00003ABC (15036)	dancer's bangles +1
00003ABD (15037)	scholar's bracers +1
00003ABE (15038)	etoile bangles
00003ABF (15039)	etoile bangles +1
00003AC0 (15040)	argute bracers
00003AC1 (15041)	argute bracers +1
00003AC2 (15042)	gothic gauntlets
00003ADA (15066)	relic shield
00003ADB (15067)	bulwark shield
00003ADC (15068)	Dynamis shield
00003ADD (15069)	Ancile
00003ADE (15070)	Aegis
00003ADF (15071)	spartan hoplon
00003AE0 (15072)	warrior's mask
00003AE1 (15073)	melee crown
00003AE2 (15074)	cleric's cap
00003AE3 (15075)	sorcerer's petasos
00003AE4 (15076)	duelist's chapeau
00003AE5 (15077)	assassin's bonnet
00003AE6 (15078)	valor coronet
00003AE7 (15079)	abyss burgeonet
00003AE8 (15080)	monster helm
00003AE9 (15081)	bard's roundlet
